345,25.46,0.93,-0.88,9.71
375,25.46,0.21,-1.34,9.92
335,25.46,0.79,-0.55,10.35
350,25.46,0.30,-0.52,9.62
391,25.46,-0.99,0.98,10.36
334,25.36,-0.86,-0.09,9.73
295,25.36,-0.80,-0.08,10.03
364,25.36,-0.42,-0.15,10.08
370,25.36,-0.39,-1.00,8.81
341,25.36,-0.18,-0.02,10.25
350,25.36,0.22,0.12,10.37
372,25.36,-0.97,-0.63,9.27
422,25.36,-0.83,0.19,9.70
321,25.36,-1.08,-0.13,10.04
370,25.36,-0.57,-0.37,10.32
320,25.36,-1.15,-0.11,9.22
362,25.36,-0.28,0.12,9.51
312,25.36,-2.27,0.13,8.80
329,25.36,-2.68,-0.23,9.70
337,25.36,-2.85,-0.08,9.58
350,25.36,-1.86,-0.55,9.71
321,25.36,-0.86,-1.03,9.78
327,25.36,0.55,-3.35,10.13
352,25.36,0.07,-3.07,9.63
331,25.36,0.19,-1.22,10.32
349,25.36,-0.03,-0.18,10.06
331,25.36,-2.24,-0.51,9.49
331,25.36,-3.13,-0.21,9.67
339,25.36,-2.68,-0.54,9.47
346,25.36,-0.74,-0.28,9.84
329,25.36,-0.83,-0.22,10.12
316,25.36,1.07,-0.44,10.64
320,25.36,1.30,1.08,9.70
322,25.36,1.02,2.80,9.10
390,25.36,0.13,4.56,9.97
368,25.36,0.31,3.68,10.43
287,25.26,0.57,-0.15,9.91
395,25.26,0.61,-0.19,10.68
267,25.26,-0.46,0.35,8.15
303,25.26,0.45,-0.08,9.33
345,25.26,0.16,-0.23,10.01
366,25.26,0.35,-0.72,9.28
324,25.26,0.33,-1.32,10.13
378,25.26,-0.45,-0.79,10.91
345,25.26,0.17,-0.37,10.04
343,25.26,-0.29,-0.17,9.71
375,25.26,-0.44,-0.15,10.12
305,25.36,-0.51,-0.45,10.24
393,25.36,0.08,-0.86,9.81
228,25.36,0.18,0.47,9.77
325,25.36,-0.26,-0.14,10.23
381,25.36,-0.41,0.63,8.23
351,25.36,-0.90,-0.23,10.33
268,25.36,-0.79,-0.29,8.70
384,25.36,-0.57,-0.72,9.40
427,25.36,-0.27,-0.33,10.28
356,25.36,-1.22,-0.57,10.50
308,25.36,-1.43,-0.38,9.88
386,25.36,-1.33,-0.73,10.46
381,25.36,-0.83,-0.32,9.86
379,25.36,-0.82,0.30,8.65
335,25.36,-0.55,0.44,10.04
397,25.36,-1.32,-0.67,9.51
379,25.36,-1.43,-0.76,10.09
353,25.36,-0.76,-0.64,10.80
271,25.36,-0.82,-0.28,8.77
357,25.36,-1.41,-0.41,10.31
388,25.36,-1.01,-0.61,9.90
354,25.36,-0.49,-0.36,10.31
307,25.36,-1.13,-0.84,10.30
288,25.36,0.22,-0.22,11.42
321,25.36,0.54,-0.80,10.75
317,25.36,-1.09,-0.45,10.44
355,25.36,-0.90,0.02,10.34
416,25.36,-1.25,-0.39,10.32
355,25.36,-0.31,0.07,10.06
285,25.36,-0.20,0.40,10.91
348,25.36,-0.59,0.43,9.45
317,25.36,-0.73,0.50,10.54
361,25.36,-0.58,0.11,9.95
354,25.36,-0.28,-1.02,10.45
350,25.36,-0.53,-0.34,10.16
266,25.36,-1.47,-0.84,8.71
310,25.36,-0.24,-0.08,9.04
340,25.36,-1.38,-0.52,9.67
333,25.36,-1.06,-0.40,10.09
287,25.36,-1.51,0.29,8.25
364,25.36,-0.89,-0.22,8.72
355,25.36,-0.80,-0.76,10.59
349,25.36,-0.44,-1.14,8.84
394,25.36,-0.19,-1.55,10.05
394,25.36,-0.80,-1.65,9.37
293,25.36,-0.43,-0.60,9.44
375,25.36,-0.25,-1.39,10.00
351,25.36,-0.44,-0.80,9.54
327,25.36,-0.29,0.00,9.79
403,25.36,-0.51,-0.95,10.10
344,25.36,0.22,-0.43,8.43
343,25.36,-0.55,-0.05,10.84
448,25.36,-0.88,-0.61,8.67
325,25.36,-1.19,-0.46,9.57
355,25.46,-1.45,-0.12,8.52
276,25.46,-1.62,0.24,10.01
297,25.46,-1.58,-0.87,9.96
388,25.46,0.00,-0.70,10.90
356,25.46,-0.84,-1.86,9.02
311,25.46,-0.71,-1.63,10.16
315,25.46,-0.71,-0.85,9.25
336,25.46,-0.01,-0.75,8.76
305,25.46,-0.61,-0.82,9.47
252,25.46,-1.51,-1.15,10.09
343,25.46,-0.07,-0.74,9.92
399,25.46,-0.50,0.74,11.47
368,25.46,-0.84,-0.41,9.92
339,25.46,-0.68,0.94,10.25
338,25.46,-0.77,0.48,9.42
327,25.46,-0.53,0.56,8.91
348,25.46,0.34,0.23,9.74
415,25.46,-0.48,0.95,10.30
362,25.46,-1.24,-0.57,9.77
361,25.46,-0.62,0.07,9.95
329,25.46,-0.86,-0.18,10.35
383,25.46,-0.81,-0.53,10.11
418,25.46,-1.33,-0.10,9.57
382,25.46,-0.69,-0.73,9.98
360,25.46,-1.02,-0.82,9.15
331,25.46,-1.17,-0.52,10.26
244,25.57,-1.98,0.31,7.97
337,25.57,-0.65,-0.03,10.37
298,25.57,-1.19,-0.20,8.98
358,25.57,-1.02,-0.34,9.52
372,25.57,-0.99,-0.11,9.58
335,25.57,-0.53,-0.18,10.44
386,25.57,-0.41,-0.47,9.44
271,25.57,-0.47,-0.10,9.78
347,25.57,0.01,-0.73,10.37
400,25.57,-0.10,-0.19,9.74
337,25.57,-0.39,-0.19,9.58
349,25.57,-0.57,-0.38,10.36
373,25.57,-0.43,-0.76,10.18
313,25.57,-1.76,-0.37,10.45
401,25.57,-0.57,-0.86,10.17
323,25.57,-0.77,-0.33,10.76
377,25.57,-0.22,-0.05,9.77
356,25.57,-0.21,-0.22,8.72
365,25.57,-0.75,-0.37,9.50
347,25.57,-0.96,-0.30,9.89
317,25.57,-0.88,-0.19,9.88
328,25.57,-0.57,-0.32,9.31
385,25.57,-0.54,0.41,9.86
345,25.57,-0.44,-0.18,9.16
324,25.67,-0.71,-0.42,10.05
333,25.67,-0.92,-0.34,10.30
286,25.67,-0.61,-0.52,10.44
354,25.67,-0.67,-0.81,10.96
345,25.67,-0.57,-0.01,10.08
372,25.67,-0.87,-0.31,8.99
347,25.67,-1.81,-0.86,9.47
325,25.67,-1.93,-0.18,9.70
329,25.67,-1.20,-0.37,9.16
375,25.67,-1.49,-0.38,10.01
362,25.67,-0.16,0.21,9.73
372,25.67,-0.36,-0.53,9.51
344,25.67,-0.38,-0.32,9.82
377,25.67,-0.34,-0.55,9.95
394,25.67,0.08,-0.77,10.42
376,25.67,-0.45,-0.93,9.93
350,25.67,-0.30,-0.10,9.96
339,25.67,-0.08,0.09,9.89
401,25.67,0.80,-0.26,9.38
363,25.67,-0.34,-0.13,9.76
375,25.67,-0.66,-0.63,10.49
317,25.67,-0.11,-0.59,9.81
338,25.67,-0.34,-0.27,10.43
327,25.67,-0.34,-0.65,9.70
281,25.77,0.68,-0.78,9.24
369,25.77,-0.31,0.11,9.32
261,25.77,-0.34,-0.42,10.47
409,25.77,-0.63,-0.67,10.60
359,25.77,-2.24,-1.15,9.77
286,25.77,-0.99,-0.14,11.04
325,25.77,-0.65,-0.55,10.10
282,25.77,-0.83,-0.18,9.45
311,25.77,-0.70,-0.29,8.31
478,25.77,0.22,-0.29,9.25
408,25.77,-0.30,0.45,9.81
312,25.77,-0.26,-0.33,9.81
297,25.77,-0.37,-0.17,8.87
415,25.77,-0.87,-1.48,9.53
330,25.77,-0.43,-1.79,9.81
308,25.77,-0.35,-0.54,7.46
284,25.77,-0.88,0.83,7.37
260,25.77,0.15,-0.17,6.74
397,25.77,-1.66,-0.16,8.76
260,25.77,-0.57,-0.29,9.85
305,25.77,-1.14,0.49,8.08
336,25.77,-1.18,-0.20,11.13
350,25.77,-1.51,-1.07,12.63
286,25.77,-1.51,0.92,8.04
360,25.77,-1.04,-0.09,11.20
332,25.77,-0.68,-0.22,10.11
334,25.88,-0.75,0.01,10.16
364,25.88,-0.97,-0.53,10.57
327,25.88,-1.15,0.09,10.32
342,25.88,-0.76,-0.14,9.52
311,25.88,-0.79,-0.57,9.74
236,25.88,-0.22,-0.29,11.91
283,25.88,-0.94,-0.11,10.29
349,25.88,-1.16,-0.30,9.88
330,25.88,-1.27,-0.46,10.51
352,25.88,-2.83,-0.12,9.83
354,25.88,-4.69,0.57,9.75
368,25.88,-4.18,-0.29,9.31
322,25.88,-2.95,-0.58,7.65
295,25.88,-0.06,0.04,10.24
291,25.88,-0.25,-0.95,9.62
343,25.88,-0.61,-0.52,9.90
330,25.88,-0.50,-1.48,10.53
321,25.88,-0.39,-0.16,9.82
290,25.88,0.33,-0.03,9.72
323,25.88,0.32,-0.30,10.05
378,25.88,0.92,0.50,9.53
328,25.88,-0.63,-1.38,9.99
310,25.88,0.52,-0.16,9.59
366,25.88,0.66,-0.09,9.32
361,25.88,-0.24,-0.80,9.46
313,25.88,-1.52,-0.01,10.08
343,25.88,-2.68,-0.25,9.97
360,25.98,-1.87,-0.10,9.82
295,25.98,-1.84,0.34,9.64
378,25.98,-2.06,-0.06,9.46
352,25.98,-1.98,-0.50,9.47
346,25.98,-2.39,-0.19,9.62
373,25.98,-2.27,-0.02,9.85
333,25.98,-2.62,-0.25,9.73
338,25.98,-2.19,0.08,9.88
341,25.98,-1.44,-0.10,9.63
352,25.98,-0.53,0.08,9.65
348,25.98,-0.76,-0.01,9.64
346,25.98,-0.56,0.07,9.71
352,25.98,-0.55,-0.02,9.74
337,25.98,-0.71,0.01,9.67
338,25.98,-0.76,-0.02,9.85
339,25.98,-0.80,-0.02,9.89
351,25.98,-0.60,0.02,9.73
344,25.98,-0.76,0.00,9.82
344,25.98,-0.73,-0.03,9.76
329,25.98,-0.74,-0.06,10.03
347,25.98,-0.57,0.01,9.69
356,25.98,-0.52,0.06,9.68
354,25.98,-0.55,0.04,9.65
345,25.98,-0.69,-0.05,9.74
328,25.98,-0.84,-0.05,9.96
341,26.08,-0.59,0.04,9.87
344,26.08,-0.59,0.00,10.08
345,26.08,-0.50,-0.02,9.87
344,26.08,-0.63,-0.05,9.67
341,26.08,-0.80,-0.04,9.80
345,26.08,-0.72,0.02,9.67
342,26.08,-0.76,0.06,9.84
337,26.08,-0.62,-0.05,9.73
327,26.08,-0.53,-0.10,9.84
335,26.08,-0.78,-0.02,9.94
357,26.08,-0.49,0.02,9.56
344,26.08,-0.68,-0.01,9.72
329,26.08,-0.86,-0.07,9.76
322,26.08,-0.72,-0.04,10.01
337,26.08,-0.65,0.07,9.82
356,26.08,-0.48,0.01,9.71
351,26.08,-0.54,0.04,9.65
336,26.08,-0.66,-0.01,9.77
343,26.08,-0.60,-0.04,9.77
344,26.08,-0.88,-0.13,9.68
337,26.08,-0.82,-0.03,9.89
329,26.08,-0.83,-0.03,9.99
336,26.08,-0.60,0.05,9.69
339,26.08,-0.56,0.10,9.57
317,26.08,-0.68,-0.03,9.67
329,26.08,-0.75,-0.12,9.99
319,26.08,-0.87,-0.11,10.02
316,26.08,-0.65,0.05,9.66
352,26.19,-0.51,0.06,9.65
374,26.19,-0.68,-0.02,9.92
334,26.19,-0.62,-0.08,9.78
314,26.19,-0.70,-0.06,9.37
343,26.19,-0.74,-0.01,9.75
385,26.19,-0.56,0.02,9.72
344,26.19,-0.60,-0.02,9.79
346,26.19,-0.61,0.02,9.67
361,26.19,-0.75,0.72,9.60
336,26.19,-0.90,-0.08,10.01
331,26.19,-0.77,0.02,9.80
360,26.19,-0.49,0.01,9.63
347,26.19,-0.56,0.06,9.68
335,26.19,-0.66,-0.03,9.76
322,26.19,-0.72,0.06,9.64
321,26.19,-0.79,0.01,9.82
376,26.19,-0.59,-0.05,9.74
349,26.19,-0.65,-0.07,9.70
363,26.19,-0.81,-0.10,9.90
329,26.19,-0.78,-0.04,9.88
355,26.19,-0.64,0.01,9.95
352,26.19,-0.54,0.04,9.78
434,26.19,-0.55,0.05,9.95
337,26.19,-0.04,0.09,9.77
303,26.19,0.17,0.00,9.98
316,26.19,1.85,-0.35,10.11
374,26.19,1.23,-0.51,10.28
354,26.19,0.57,-0.18,10.13
336,26.19,0.59,0.07,9.85
327,26.19,0.15,-0.23,9.68
328,26.19,0.67,-0.34,9.36
330,26.19,0.30,-0.23,9.23
330,26.19,0.51,-0.86,10.23
343,26.19,0.33,0.10,10.27
380,26.19,-0.50,-0.31,9.54
359,26.19,-0.01,-0.43,9.45
356,26.19,0.24,-0.32,9.35
333,26.19,-0.21,-0.27,9.58
313,26.19,-0.11,-0.50,9.12
307,26.19,-0.01,-0.33,10.05
321,26.19,0.08,-0.25,9.17
372,26.19,-0.63,0.17,9.99
389,26.19,-1.02,-0.04,9.21
376,26.19,-1.76,-0.33,9.21
272,26.19,-1.02,0.06,9.90
312,26.19,-0.69,0.17,10.13
400,26.19,-1.49,0.12,10.62
480,26.19,-1.23,-0.68,10.34
331,26.19,-0.53,0.03,8.44
356,26.19,-0.42,0.34,10.43
466,26.19,-0.10,-0.27,8.61
274,26.19,-0.77,-0.38,9.07
364,26.19,-1.43,-0.53,10.88
365,26.19,-0.80,-0.67,10.05
554,26.19,-0.99,-0.11,11.09
415,26.19,-1.12,0.28,9.99
354,26.19,-0.48,0.11,9.54
320,26.19,-0.01,-0.22,8.94
282,26.29,-1.00,-0.44,10.66
386,26.19,-0.09,-0.48,9.60
445,26.29,-0.28,-0.63,11.28
198,26.19,-0.42,0.16,9.90
334,26.29,-0.43,-0.69,9.65
396,26.29,-0.97,-0.17,8.87
343,26.29,-0.90,-0.40,8.58
359,26.29,-1.64,-0.41,9.97
334,26.29,-1.17,-0.08,9.28
369,26.29,-2.18,0.15,10.26
252,26.29,-0.90,0.07,9.54
539,26.29,-0.93,-1.00,9.47
347,26.29,-1.27,-0.88,10.26
273,26.29,-0.78,0.06,8.58
285,26.29,-3.00,-0.18,9.44
405,26.29,-2.51,0.19,9.60
396,26.29,-2.70,-1.00,9.83
365,26.29,-2.87,-0.07,10.01
373,26.29,-2.11,-0.20,9.67
345,26.29,-2.18,-0.20,9.66
414,26.29,-0.25,-0.11,9.87
360,26.29,-0.21,-0.32,9.82
350,26.29,-0.34,-0.43,9.88
341,26.29,-0.43,-0.29,9.68
351,26.29,-1.57,-0.45,9.72
348,26.29,-1.04,-0.34,9.81
329,26.29,-0.57,-0.30,9.91
359,26.29,-0.44,-0.33,9.82
333,26.29,-0.39,-0.25,9.83
353,26.29,-0.45,-0.42,9.84
293,26.29,-0.11,-0.26,9.61
339,26.29,0.03,-0.13,9.72
335,26.29,0.95,-0.39,10.36
325,26.29,0.60,-0.50,9.78
321,26.29,0.48,-0.61,9.86
184,26.29,-0.04,-0.62,9.22
356,26.29,0.34,-2.11,9.78
322,26.29,-0.46,-2.90,9.58
370,26.29,0.56,-3.65,9.99
232,26.29,0.29,-3.33,9.33
268,26.29,0.52,-2.69,9.97
300,26.29,0.68,-0.53,10.12
338,26.29,0.91,-0.95,9.74
460,26.29,0.69,-0.43,10.02
425,26.29,0.55,-0.75,9.94
303,26.29,0.47,-0.90,10.26
411,26.29,0.13,-0.24,9.96
328,26.29,-0.16,-0.46,9.96
315,26.29,-0.34,-0.10,9.95
396,26.29,-1.14,-0.14,9.27
358,26.40,-0.69,-0.32,9.81
363,26.40,-0.76,-0.05,9.65
337,26.40,-0.91,0.12,9.72
409,26.40,-0.68,0.16,9.17
328,26.40,-1.02,-0.56,9.67
306,26.40,-0.89,-0.18,9.66
468,26.40,-0.85,0.02,10.13
258,26.40,-1.29,-0.29,10.05
369,26.40,-1.19,0.19,9.55
402,26.40,-1.02,-0.01,10.25
390,26.40,0.06,0.67,9.54
385,26.40,-0.06,0.27,10.00
281,26.40,-0.82,0.17,10.48
334,26.40,-0.90,0.18,9.86
337,26.40,-1.22,-0.90,9.85
353,26.40,-1.05,-0.72,9.45
332,26.40,-1.44,-0.34,10.08
328,26.40,-1.30,-0.76,10.34
301,26.40,-0.78,-0.72,9.72
396,26.40,-0.66,-0.71,9.14
384,26.40,-4.95,-0.90,8.93
343,26.40,-4.44,-0.17,9.61
329,26.40,-5.67,-0.53,9.25
301,26.40,-4.72,-0.69,9.26
344,26.40,-4.82,-0.33,9.60
316,26.40,-2.24,-0.09,9.67
363,26.40,-0.69,-0.32,9.75
325,26.40,0.32,-0.22,9.90
359,26.40,0.68,-0.43,9.92
294,26.40,0.86,-0.34,9.91
320,26.40,0.69,-0.78,9.88
339,26.40,0.41,-0.73,10.12
323,26.40,0.87,-0.42,10.11
343,26.40,0.42,-0.48,9.55
352,26.50,-0.43,-0.48,9.99
340,26.50,-0.01,-0.55,9.72
371,26.50,-0.35,-0.22,10.04
317,26.50,0.53,0.11,9.57
365,26.50,-0.10,-0.90,9.90
415,26.50,-0.34,-0.45,9.60
288,26.50,-0.17,-0.46,9.96
368,26.50,0.20,-0.39,9.48
315,26.50,-0.50,-1.16,10.15
273,26.50,-1.14,-1.37,9.23
299,26.50,-0.98,-0.33,10.27
316,26.50,-0.68,-0.64,10.12
408,26.50,-0.80,-0.57,9.25
380,26.50,-0.68,-1.30,10.18
387,26.50,-0.51,-0.35,9.50
295,26.50,-0.29,-0.50,9.37
272,26.50,-0.37,-0.18,9.68
362,26.50,-0.95,-0.49,9.77
247,26.50,-0.77,-0.30,9.41
354,26.50,-0.94,-1.10,9.96
316,26.50,-0.68,0.25,9.79
313,26.50,-0.79,-0.34,9.52
320,26.50,-0.89,-0.17,9.67
320,26.50,-0.96,0.05,9.93
359,26.50,-0.76,-0.58,9.57
411,26.50,-1.01,0.02,10.32
352,26.50,-0.66,-0.35,9.44
324,26.50,-1.08,0.02,9.85
343,26.50,-0.54,-0.42,9.45
326,26.50,-0.10,-0.11,9.58
318,26.50,-0.32,-0.26,9.90
337,26.50,-0.28,-0.31,9.29
278,26.50,-0.25,-0.34,9.97
251,26.50,0.17,-0.23,9.60
347,26.50,-0.12,-0.20,9.79
327,26.50,-0.29,-0.11,9.81
377,26.50,-0.11,-0.34,9.93
339,26.60,0.06,-0.31,9.88
392,26.60,0.10,-0.43,9.30
283,26.60,0.14,-0.16,9.65
414,26.60,-0.56,-0.19,9.72
483,26.60,-0.07,-0.31,9.99
395,26.60,-0.09,-0.45,9.67
354,26.60,-0.61,-0.64,10.31
270,26.60,-1.05,-0.56,9.25
264,26.60,-0.77,-0.88,9.88
320,26.60,-0.76,-0.68,9.68
364,26.60,-0.99,0.17,9.18
383,26.60,-0.86,-0.53,9.97
480,26.60,-0.42,-0.34,9.87
332,26.60,-0.84,-0.29,10.36
364,26.60,-0.87,-0.68,10.05
288,26.60,-1.32,-0.49,10.35
340,26.60,-1.31,-0.28,9.78
366,26.60,-1.28,0.08,9.92
380,26.60,-1.17,-0.78,10.54
336,26.60,-1.25,-0.75,10.05
388,26.60,-1.22,-0.61,9.83
334,26.60,-0.73,-0.30,9.85
332,26.60,-0.52,-0.35,9.99
351,26.60,-0.60,-0.29,10.02
374,26.60,-0.55,-0.34,9.37
318,26.60,-0.67,-0.11,10.02
310,26.60,-1.22,-0.93,9.86
304,26.60,-0.81,-0.36,9.64
330,26.60,-0.80,0.00,9.11
329,26.60,-0.35,-0.08,10.25
382,26.60,-1.06,-0.23,10.18
291,26.60,-1.04,-0.57,9.89
378,26.60,-1.28,-0.49,9.71
293,26.60,-0.81,-0.12,9.31
368,26.60,-0.41,0.04,9.67
405,26.60,-0.80,-0.33,9.81
348,26.60,-1.04,-0.51,9.85
342,26.60,-0.65,-0.36,10.29
333,26.60,-0.64,-0.54,10.04
293,26.60,-0.57,-0.18,9.41
395,26.71,-0.70,-0.50,10.01
314,26.71,-0.10,-0.14,9.05
269,26.71,-1.07,-0.27,9.85
275,26.71,-1.22,-0.44,9.85
384,26.71,-0.99,-0.24,9.58
345,26.71,-0.90,0.19,9.58
359,26.71,-0.68,-0.15,9.62
400,26.71,-0.77,-0.62,9.86
384,26.71,-0.33,-0.30,10.20
458,26.71,-0.47,-0.74,9.57
348,26.71,-1.57,-0.66,9.73
409,26.71,-1.51,-0.34,8.97
369,26.71,-0.82,-0.29,9.93
321,26.71,-1.43,-0.02,10.35
325,26.71,-1.85,-0.43,9.99
357,26.71,-1.86,-0.72,9.33
256,26.71,-1.29,-0.63,10.18
468,26.71,-0.78,-0.51,9.67
277,26.71,-1.71,-0.21,10.13
329,26.71,-2.20,-0.20,10.08
435,26.71,-1.96,-0.32,9.56
350,26.71,-1.10,-0.52,9.72
364,26.71,-0.40,-0.33,9.91
350,26.71,-0.17,-0.26,9.81
392,26.71,-0.47,-0.38,9.50
297,26.71,-0.23,-0.16,9.99
423,26.71,-0.18,-0.78,10.20
200,26.71,-0.36,-0.63,9.28
366,26.71,-0.89,-0.84,9.76
287,26.71,-0.35,-0.08,9.68
354,26.71,-0.12,-0.23,9.79
319,26.71,-0.11,-0.53,9.96
358,26.71,-0.28,-0.15,10.15
346,26.71,-0.03,-0.21,9.64
482,26.71,-0.97,-0.49,9.73
303,26.71,-0.52,-0.47,9.68
355,26.71,-0.67,-0.55,9.69
266,26.71,-1.08,-0.57,9.94
396,26.71,-1.04,0.14,9.91
429,26.71,-0.53,-0.16,9.91
335,26.71,-0.67,-0.78,9.88
370,26.81,-0.44,-0.35,10.11
394,26.81,-0.11,-0.67,9.73
286,26.81,-0.08,-0.39,9.99
362,26.81,-0.17,0.05,10.00
235,26.81,-0.15,-0.48,10.08
390,26.81,-1.10,-1.30,9.98
321,26.81,-0.92,-1.10,9.73
251,26.81,-1.09,-0.34,9.96
437,26.81,-1.17,-0.24,9.28
464,26.81,-0.94,-0.15,9.56
324,26.81,-0.44,-0.19,9.76
357,26.81,-0.05,-0.09,9.96
371,26.81,0.07,0.08,9.73
348,26.81,0.11,-0.05,10.02
285,26.81,0.34,-0.70,9.92
323,26.81,0.10,-0.11,9.94
317,26.81,-0.11,-0.59,10.04
539,26.81,-0.38,0.75,9.35
246,26.81,0.12,0.97,9.98
372,26.81,0.14,0.42,9.78
514,26.81,-0.44,-1.18,9.83
386,26.81,-0.60,-0.63,10.14
296,26.81,-0.34,-0.52,8.94
308,26.81,-0.40,-0.71,10.07
323,26.81,0.32,-0.14,9.85
483,26.81,-0.48,-0.41,9.98
335,26.81,-0.36,-0.14,9.58
413,26.81,-0.45,-0.34,10.00
277,26.81,-0.36,-0.69,9.65
297,26.81,-0.62,-0.64,9.56
337,26.81,-0.93,-0.29,9.88
279,26.81,-0.57,-0.25,10.34
303,26.81,-0.70,-0.51,9.95
309,26.81,-0.29,0.16,10.21
359,26.81,-0.40,-0.96,9.09
330,26.81,-0.66,-1.03,9.69
487,26.81,-0.80,-0.76,10.25
296,26.81,-0.30,-0.14,9.82
243,26.81,-0.57,-0.19,9.62
378,26.92,-0.43,-0.44,9.81
320,26.92,-0.24,-0.07,10.92
410,26.92,-0.40,-0.29,9.58
328,26.92,-0.81,-0.22,9.45
478,26.92,-0.99,-0.84,10.09
346,26.92,-0.47,-0.71,9.96
399,26.92,-0.31,-1.08,9.68
303,26.92,-0.57,-1.57,9.39
191,26.92,-0.80,-1.41,9.82
383,26.92,-0.71,-1.47,9.14
437,26.92,-0.66,-0.31,9.14
